board_id,date,date_hebrew,context,part,chapter,halacha_id,title,summary,credit,url,halacha_key
default,2025-10-10,18 תשרי 5786,sukkot/post,ג,52.0,ט,הלכות סוכה פרק נב,"סכך פסול בשטח של פחות מג' על ג' טפחים (24 על 24 ס""מ) בטל ברוב הסכך הכשר ומצטרף לשיעור הכשר הסוכה, ומותר לאכול ולישון תחתיו. סכך פסול בשטח של בין ג' על ג' לד' על ד' טפחים (32 על 32 ס""מ) אינו מצטרף לשיעור הכשר הסוכה, אך מעיקר הדין מותר לאכול ולישון תחתיו (אם כי לכתחילה מחמירים בכך). סכך פסול בשטח גדול מד' על ד' טפחים, חולק מקום לעצמו ואסור לאכול ולישון תחתיו, ואם הוא חוצה את הסוכה כך שלא נותר במקום הסכך הכשר שיעור הכשר…",מתוך תורת המחנה,https://www.idf.il/אתרי-יחידות/חיל-הרבנות-הצבאית/תוכן-מידע-לחייל/הלכה/קיצור-תורת-המחנה/קיצור-תורת-המחנה-חלק-ג/פרק-נב/,
default,2025-10-10,18 תשרי 5786,sukkot/post,ג,52.0,יב,הלכות סוכה פרק נב,"נזהרים לכתחילה לא לתלות את קישוטי הסוכה במרחק של יותר מד' טפחים (32 ס""מ) מהסכך. קישוטי סוכה הסמוכים (בתוך 32 ס""מ) לסכך בטלים לגביו אפילו כשיש בהם שיעור ד' על ד' טפחים (32 על 32 ס""מ), ומותר לשבת תחתיהם.",מתוך תורת המחנה,https://www.idf.il/אתרי-יחידות/חיל-הרבנות-הצבאית/תוכן-מידע-לחייל/הלכה/קיצור-תורת-המחנה/קיצור-תורת-המחנה-חלק-ג/פרק-נב/,
default,2025-10-11,19 תשרי 5786,sukkot/post,ג,52.0,יא,הלכות סוכה פרק נב,"מותר לכסות את הסוכה בכיסוי כלשהו מפני הגשמים, ולאחר שייפסקו די בהסרת הכיסוי.",מתוך תורת המחנה,https://www.idf.il/אתרי-יחידות/חיל-הרבנות-הצבאית/תוכן-מידע-לחייל/הלכה/קיצור-תורת-המחנה/קיצור-תורת-המחנה-חלק-ג/פרק-נב/,
default,2025-10-16,24 תשרי 5786,general/core,א,8.0,א,הלכות הכנת הלבוש והגוף לתפילה פרק ח,"יש להקפיד לעמוד בתפילה באופן מכובד, כראוי לעומד לפני המלך, אולם ניתן להקל במקום שאין מדקדקים כל כך בלבושם, לפיכך רשאים חיילים להתפלל בסרבלי עבודה וכד׳, ובלבד שיהיה גופם מכוסה כראוי.",מתוך תורת המחנה,https://www.idf.il/אתרי-יחידות/חיל-הרבנות-הצבאית/תוכן-מידע-לחייל/הלכה/קיצור-תורת-המחנה/קיצור-תורת-המחנה-א-1/פרק-ח/,
default,2025-10-16,24 תשרי 5786,general/core,א,17.0,ב,הלכות בית כנסת פרק יז,"פשט המנהג להתיר לערוך בבית הכנסת סעודות מצוה כסעודה שלישית וסעודת סיום ש״ס וכד׳, ובפרט כשנאמרים בהן דברי תורה, אלא שיש להיזהר משחוק וקלות ראש.",מתוך תורת המחנה,https://www.idf.il/אתרי-יחידות/חיל-הרבנות-הצבאית/תוכן-מידע-לחייל/הלכה/קיצור-תורת-המחנה/קיצור-תורת-המחנה-א-1/פרק-יז/,
default,2025-10-17,25 תשרי 5786,shabbat/pre,ב,32.0,ז,הלכות תפילות השבת פרק לב,"לכתחילה יש להתפלל תפילת מוסף בשבע השעות הראשונות של היום (עד שעה לאחר חצות היום), ובדיעבד זמנה כל היום (עד צה""כ), ואם עבר היום אין לה תשלומין.",מתוך תורת המחנה,https://www.idf.il/אתרי-יחידות/חיל-הרבנות-הצבאית/תוכן-מידע-לחייל/הלכה/קיצור-תורת-המחנה/קיצור-תורת-המחנה-חלק-ב/פרק-לב/,
default,2025-10-17,25 תשרי 5786,shabbat/pre,ב,44.0,יג,הוצאה מרשות לרשות פרק מד,"הנושא בטעות חפץ מחוץ לעירוב, אם נזכר בו תוך כדי הילוך, לא ישליכנו, אלא ימשיך לרוץ עימו ליעדו בלא לעמוד כלל, ולכשיגיע ליעד, ישמטנו ממנו כלאחר יד. ואם נזכר בו לאחר שכבר עצר ברה""ר או בכרמלית (שמעתה אינו רשאי לרוץ ליעדו, שכן עקירת גופו חשובה כעקירת החפץ), רשאי לטלטלו פחות פחות מד' אמות ולהכניסו ליעדו כלאחר יד.",מתוך תורת המחנה,https://www.idf.il/אתרי-יחידות/חיל-הרבנות-הצבאית/תוכן-מידע-לחייל/הלכה/קיצור-תורת-המחנה/קיצור-תורת-המחנה-חלק-ב/פרק-מד/,
default,2025-10-18,26 תשרי 5786,shabbat/core,ב,41.0,ח,ניקוי ציוד לחימה וחדרי מגורים בשבת פרק מא,"על פסולת שאינה ראויה כלל למאכל, ואפילו למאכל בעלי חיים המצויים בסביבתו, חל איסור מוקצה, אולם מכל מקום ניתן לסלקה בשבת אם הוא דר שם והיא מאוסה ומעוררת בו גועל, על כן על האוכלים בשטח פתוח להקפיד לארוז ולסלק את הפסולת שאינה ראויה כלל, תוך כדי ישיבתם שם, ולא לאחר שכבר קמו לילך. כל זאת לענין טלטול מוקצה, אולם כמובן שאין להקל בכך כשאוכלים מחוץ לעירוב, שכן טלטול הפסולת במקום זה, כרוך באיסורי הוצאה מרשות לרשות והעברה בכרמלית…",מתוך תורת המחנה,https://www.idf.il/אתרי-יחידות/חיל-הרבנות-הצבאית/תוכן-מידע-לחייל/הלכה/קיצור-תורת-המחנה/קיצור-תורת-המחנה-חלק-ב/פרק-מא/,
default,2025-10-18,26 תשרי 5786,shabbat/core,ב,33.0,ב,הלכות קידוש פרק לג,"אם אין יין ברשותו ביום השבת, יקדש על 'חמר מדינה' (כבירה וכד', ולמנהג האשכנזים רשאי במקום צורך אף להקל במיץ פירות טבעי, או אף בתה וקפה, (וכן מקילים אף הספרדים בדלית ברירה בקידוש הבוקר), ויש מקילים בדוחק אף במשקאות קלים חשובים כקולה), ויקפיד לקדש על רביעית (כחצי כוס מצויה) ולשתות כמלוא לוגמיו (רוב רביעית). אם אין בידו גם חמר מדינה, יקדש על פת, ובדלית ברירה אף על מיני מזונות, כפי שהתבאר בתשובה הקודמת.",מתוך תורת המחנה,https://www.idf.il/אתרי-יחידות/חיל-הרבנות-הצבאית/תוכן-מידע-לחייל/הלכה/קיצור-תורת-המחנה/קיצור-תורת-המחנה-חלק-ב/פרק-לג/,
default,2025-10-19,27 תשרי 5786,general/core,א,26.0,ז,הלכות תפילת מנחה פרק כו,"אין לומר ‘אשרי’ קודם שיתקבץ מנין, אולם אם זמנם דחוק, יתחילו ‘אשרי’ מיד, ולכשיתקבץ מנין יאמרו מספר פסוקים יחדיו (כגון מ""פותח את ידך"") ולאחריהם ימשיכו מהקדיש ואילך.",מתוך תורת המחנה,https://www.idf.il/אתרי-יחידות/חיל-הרבנות-הצבאית/תוכן-מידע-לחייל/הלכה/קיצור-תורת-המחנה/קיצור-תורת-המחנה-א-1/פרק-כו/,
default,2025-10-19,27 תשרי 5786,general/core,א,1.0,ה,"הלכות נטילת ידיים שחרית, וברכות השחר במקרים חריגים פרק א","הקם באמצע השינה לזמן קצר, כגון להקפצת תירגול וכד׳, רשאי להקל בנטילת ידיים, ומכל מקום ראוי שיקנח ידיו במגבת וכד׳.",מתוך תורת המחנה,https://www.idf.il/אתרי-יחידות/חיל-הרבנות-הצבאית/תוכן-מידע-לחייל/הלכה/קיצור-תורת-המחנה/קיצור-תורת-המחנה-א-1/פרק-א/,
default,2025-10-20,28 תשרי 5786,general/core,א,15.0,ה,הלכות קריאת התורה פרק טו,"נחלקו אחרונים אם יש להעדיף תפילה בציבור על פני קריאה בתורה, ולמעשה, בשל חשיבות התפילה בציבור במסגרת הצבאית, ראוי להעדיפה, ומכל מקום באם ניתן הדבר יש להתפלל ׳חזרה מקוצרת׳ ולהספיק גם לקרוא בתורה.",מתוך תורת המחנה,https://www.idf.il/אתרי-יחידות/חיל-הרבנות-הצבאית/תוכן-מידע-לחייל/הלכה/קיצור-תורת-המחנה/קיצור-תורת-המחנה-א-1/פרק-טו/,
default,2025-10-20,28 תשרי 5786,general/core,א,6.0,י,הלכות ציצית פרק ו,"יש להשתדל ולוודא את שלימות החוטים בציצית קודם שילבשנה, ובמיוחד נכון הדבר במציאות שהחשש לפסלותה שכיח. ברם, אין להפסיד בשל כך תפילה בציבור.",מתוך תורת המחנה,https://www.idf.il/אתרי-יחידות/חיל-הרבנות-הצבאית/תוכן-מידע-לחייל/הלכה/קיצור-תורת-המחנה/קיצור-תורת-המחנה-א-1/פרק-ו/,
default,2025-10-21,29 תשרי 5786,general/core,א,10.0,ט,"הלכות תפילה בציבור, צירוף למנין ושליח ציבור פרק י","דבר שבקדושה (כחזרת הש""ץ, קריאת התורה וכד’) שהתחילוהו במנין ויצאו מקצתם, רשאים הנשארים לסיים אותו ענין שהתחילו בו, אך לא להמשיך לענין אחר. כגון, העומדים בחזרת הש""ץ רשאים לסיימה (ולמנהג האשכנזים אף לומר קדיש ‘תתקבל’ לאחריה), אך אין הכהנים רשאים לעלות לדוכן (ומ""מ יאמר הש""ץ ""או""א ברכנו בברכה המשולשת כו’""). העומדים בקריאת התורה רשאים לסיימה, אך אין רשאים להעלות ‘מפטיר’. וכל זה דוקא שנשתיירו שם לכל הפחות ששה מתפללים.",מתוך תורת המחנה,https://www.idf.il/אתרי-יחידות/חיל-הרבנות-הצבאית/תוכן-מידע-לחייל/הלכה/קיצור-תורת-המחנה/קיצור-תורת-המחנה-א-1/פרק-י/,
default,2025-10-21,29 תשרי 5786,general/core,א,11.0,ה,הלכות קריאת שמע ותפילת שחרית פרק יא,"מצוה לקרוא את שמע בקול רם, המנוע מלקרוא ק״ש בקול, יקראנה בדקדוקיה בלחישה, ואם גם אין באפשרותו ללחוש, יקראנה לכל הפחות בהרהור הלב.",מתוך תורת המחנה,https://www.idf.il/אתרי-יחידות/חיל-הרבנות-הצבאית/תוכן-מידע-לחייל/הלכה/קיצור-תורת-המחנה/קיצור-תורת-המחנה-א-1/פרק-יא/,
default,2025-10-22,30 תשרי 5786,general/core,א,23.0,ח,הלכות ברכת הגומל פרק כג,"מי שהיה אמור להימצא במקום סכנה ובחסדי שמיים נמנע ממנו מלהגיע לשם, אינו מברך הגומל, אלא יכוון בתפילת ׳מודים אנחנו לך׳ וכד׳. (כעין זה נראה שמי שנפלט כדור בסמוך לו ובחסדי שמיים לא פגע בו, לא יברך, ואילו אם ירו לעברו ובחסדי שמיים לא פגעו בו, יברך).",מתוך תורת המחנה,https://www.idf.il/אתרי-יחידות/חיל-הרבנות-הצבאית/תוכן-מידע-לחייל/הלכה/קיצור-תורת-המחנה/קיצור-תורת-המחנה-א-1/פרק-כג/,
default,2025-10-22,30 תשרי 5786,general/core,א,7.0,י,הלכות תפילין פרק ז,"במקום צורך, ניתן לטפל בעניני מנהלה בעודו עטור תפילין, אך מאוד יש להיזהר מלהגיע חלילה לשחוק וקלות ראש במצב זה, ומן המובחר שימשמש מידי פעם בתפיליו, שתהא דעתו עליהן.",מתוך תורת המחנה,https://www.idf.il/אתרי-יחידות/חיל-הרבנות-הצבאית/תוכן-מידע-לחייל/הלכה/קיצור-תורת-המחנה/קיצור-תורת-המחנה-א-1/פרק-ז/,
default,2025-10-23,1 חשון 5786,general/core,א,20.0,א,הלכות זימון פרק כ,"שלושה שהתחילו או סיימו סעודתם יחד, חייבים לזמן, ומכל מקום יש המורים שאף כשלא התחילו וסיימו יחד, רשאים לזמן בלא הזכרת השם.",מתוך תורת המחנה,https://www.idf.il/אתרי-יחידות/חיל-הרבנות-הצבאית/תוכן-מידע-לחייל/הלכה/קיצור-תורת-המחנה/קיצור-תורת-המחנה-א-1/פרק-כ/,
default,2025-10-23,1 חשון 5786,general/core,א,17.0,ח,הלכות בית כנסת פרק יז,"מצוה להתפלל בבית כנסת, במקום צורך ניתן להקל ולהתפלל במקום אחר, אך יש להקפיד לקבוע את התפילה במקום ראוי ומכובד.",מתוך תורת המחנה,https://www.idf.il/אתרי-יחידות/חיל-הרבנות-הצבאית/תוכן-מידע-לחייל/הלכה/קיצור-תורת-המחנה/קיצור-תורת-המחנה-א-1/פרק-יז/,
default,2025-10-24,2 חשון 5786,shabbat/pre,ב,33.0,ו,הלכות קידוש פרק לג,"מי שלא קידש בלילה, בין בשוגג בין במזיד, יאמר בבוקר את נוסח הקידוש לליל שבת (אך ישמיט את 'ויכולו'), ויפתח 'ושמרו', 'זכור' בורא פרי הגפן, עד 'מקדש השבת'. למנהג הספרדים יקדש עד צאת הכוכבים, ואילו למנהג האשכנזים יקדש עד השקיעה, ולאחריה בבין השמשות יקדש ללא שם ומלכות, אך אם לא התפלל בשבת כלל (כך שלא יצא ידי חובה בהזכרת קדושת השבת בתפילה), יקדש בשם ומלכות אף בזמן בין השמשות.",מתוך תורת המחנה,https://www.idf.il/אתרי-יחידות/חיל-הרבנות-הצבאית/תוכן-מידע-לחייל/הלכה/קיצור-תורת-המחנה/קיצור-תורת-המחנה-חלק-ב/פרק-לג/,
default,2025-10-24,2 חשון 5786,shabbat/pre,ב,40.0,ד,"קשירה והתרה, חיתוך והדבקה, ופתיחת מארזים בשבת פרק מ","מותר לחבר בשבת את יריעות האוהלים זו לזו באמצעות השחלת חבל בנקבים המיועדים לכך, ובלבד שניכר שדעתו לחברם באופן זמני בלבד.",מתוך תורת המחנה,https://www.idf.il/אתרי-יחידות/חיל-הרבנות-הצבאית/תוכן-מידע-לחייל/הלכה/קיצור-תורת-המחנה/קיצור-תורת-המחנה-חלק-ב/פרק-מ/,
default,2025-10-25,3 חשון 5786,shabbat/core,ב,29.0,ד,הלכות הכנה לשבת פרק כט,"מצוה לכבד את השבת בהופעה ראויה כדרך שמקבל פני המלך. לפיכך, חייל שבאפשרותו הדבר ילבש מדי א' בשבת ויצחצח נעליו, ובאם לא ניתן הדבר יחליף למדי ב' נקיים (וישתדל לשפר מעט את הופעתו, כגון שיחבוש כיפה לבנה וכד'), ואם אין באפשרותו להחליף כלל את בגדיו, יראה לכל הפחות לסדר לבושו דרך כבוד (ובמקרה זה שנשאר בבגדי חול, יותר יש להקפיד על דין הגמרא למשמש בגדיו ערב שבת עם חשיכה שלא יהיה בהם דבר מוקצה וכד'). פשוט שבכלל מצות כבוד השבת ל…",מתוך תורת המחנה,https://www.idf.il/אתרי-יחידות/חיל-הרבנות-הצבאית/תוכן-מידע-לחייל/הלכה/קיצור-תורת-המחנה/קיצור-תורת-המחנה-חלק-ב/פרק-כט/,
default,2025-10-25,3 חשון 5786,shabbat/core,ב,30.0,ד,הלכות כניסת שבת פרק ל,"במקום צורך ניתן להקדים לקבל שבת, להתפלל תפילת ערבית, ולקדש ולסעוד, מ'פלג המנחה' (שעה 'זמנית' ורבע קודם שקיעת החמה), ולחזור ולקרוא קריאת שמע (או לכל הפחות את הפרשיה הראשונה ממנה) לאחר צאת הכוכבים, אלא שלכתחילה במקרה זה: יתפללו מנחה באותו יום קודם 'פלג המנחה', וכן יזדרזו ויתחילו סעודתם מיד לאחר תפילת ערבית (למעלה מחצי שעה קודם הלילה), ובמידת האפשר אף ימשכו את הסעודה כך שיאכלו כזית פת לאחר חשיכה. חיילים העומדים לצאת לפע…",מתוך תורת המחנה,https://www.idf.il/אתרי-יחידות/חיל-הרבנות-הצבאית/תוכן-מידע-לחייל/הלכה/קיצור-תורת-המחנה/קיצור-תורת-המחנה-חלק-ב/פרק-ל/,
default,2025-10-26,4 חשון 5786,general/core,א,19.0,ה,הלכות היסח דעת והפסק בסעודה פרק יט,"המפסיק אכילתו לזמן ממושך אך לא הסיח דעתו ממנה, אינו מחויב לחזור ולברך ברכה ראשונה, ברם, למעשה יש להימנע מהפוגות ממושכות במהלך אכילה ושתיה המחויבות בברכה אחרונה, שהרי אף אם לא יסיח דעתו מהמשך האכילה, הלא יש לחוש שישהה שיעור עיכול ויפסיד ברכה אחרונה, מה גם שהמכשלה מצויה שעלול לבסוף לשכוח לברך.",מתוך תורת המחנה,https://www.idf.il/אתרי-יחידות/חיל-הרבנות-הצבאית/תוכן-מידע-לחייל/הלכה/קיצור-תורת-המחנה/קיצור-תורת-המחנה-א-1/פרק-יט/,
default,2025-10-26,4 חשון 5786,general/core,א,1.0,כ,"הלכות נטילת ידיים שחרית, וברכות השחר במקרים חריגים פרק א","היודע מראש שלא יימצאו לו מים לנטילה, ראוי שיישן בביגוד מלא או עם כפפות, ובכך יוכל להתפלל בלא נטילה. ומכל מקום הניעור בבוקר ואין לו מים, יקנח (כל שטח) ידיו בבגד וכד׳, ולמנהג התימנים ורבים מהאשכנזים אף יברך ״ברוך אתה ה׳ אמ״ה על נקיות ידיים״, ויועיל לו לתפילה. הזדמנו לו מים לאחר מכן, יטול ידיו בלא ברכה.",מתוך תורת המחנה,https://www.idf.il/אתרי-יחידות/חיל-הרבנות-הצבאית/תוכן-מידע-לחייל/הלכה/קיצור-תורת-המחנה/קיצור-תורת-המחנה-א-1/פרק-א/,
default,2025-10-27,5 חשון 5786,general/core,א,26.0,ד,הלכות תפילת מנחה פרק כו,"חייל דתי בודד שעדיין לא התפלל מנחה ואין מי שיזכירנו להתפלל, אינו רשאי לישב לסעודת קבע ברבע היום האחרון מבלי שידאג לאמצעי תזכורת כלשהו.",מתוך תורת המחנה,https://www.idf.il/אתרי-יחידות/חיל-הרבנות-הצבאית/תוכן-מידע-לחייל/הלכה/קיצור-תורת-המחנה/קיצור-תורת-המחנה-א-1/פרק-כו/,
default,2025-10-27,5 חשון 5786,general/core,א,28.0,ד,הלכות קריאת שמע שעל המיטה פרק כח,"הקם לשמירה בלילה ולאחר מכן חוזר לישון (לפני עלות השחר), לא יאמר שוב ברכת ׳המפיל׳ וקריאת שמע שעל המיטה, אך ראוי לומר פרשת ׳שמע׳ או שאר פסוקים לשמירה.",מתוך תורת המחנה,https://www.idf.il/אתרי-יחידות/חיל-הרבנות-הצבאית/תוכן-מידע-לחייל/הלכה/קיצור-תורת-המחנה/קיצור-תורת-המחנה-א-1/פרק-כח/,
default,2025-10-28,6 חשון 5786,general/core,א,1.0,יד,"הלכות נטילת ידיים שחרית, וברכות השחר במקרים חריגים פרק א","מנהג ישראל ליטול בכלי בעל פה רחב, אולם במקום צורך ניתן ליטול אף מכלי בעל פה צר כבקבוק וכד׳, רק שיזהר לערות ממנו לאורך זמן, כך שיגיעו המים לכל שטח כף היד בקילוח אחד. במקום צורך ניתן ליטול ידיים ישירות מברז ׳עוקב מים׳, ובלבד שיפתחנו לסירוגין כל פעם לזמן קצר ויחזור ויסגרנו, ובמקום דחק ניתן אף להקל וליטול ישירות מברז שהמים מוזרמים אליו מדוד מוגבה (ואף לברך על נטילה זו), אך אין להקל בנטילה מברז ביתי המחובר לצנרת מרכזית.",מתוך תורת המחנה,https://www.idf.il/אתרי-יחידות/חיל-הרבנות-הצבאית/תוכן-מידע-לחייל/הלכה/קיצור-תורת-המחנה/קיצור-תורת-המחנה-א-1/פרק-א/,
default,2025-10-28,6 חשון 5786,general/core,א,4.0,ב,הלכות ברכות התורה פרק ד,"אין לברך ברכות התורה אחר שינת עראי בלילה, אך הניעור משינת קבע בלילה (כגון שישן על מיטתו למעלה מחצי שעה) ומתעתד ללמוד, מברך, מלבד למנהג התימנים שאף הישן שינת קבע בלילה אינו חוזר ומברך כל שהוא קודם חצות.",מתוך תורת המחנה,https://www.idf.il/אתרי-יחידות/חיל-הרבנות-הצבאית/תוכן-מידע-לחייל/הלכה/קיצור-תורת-המחנה/קיצור-תורת-המחנה-א-1/פרק-ד/,
default,2025-10-29,7 חשון 5786,general/core,א,6.0,כה,הלכות ציצית פרק ו,"ציצית שנקרעה, מעיקר הדין ניתן לעוטפה דרך כבוד ולהשליכה לאשפה, ומכל מקום המנהג לגונזה.",מתוך תורת המחנה,https://www.idf.il/אתרי-יחידות/חיל-הרבנות-הצבאית/תוכן-מידע-לחייל/הלכה/קיצור-תורת-המחנה/קיצור-תורת-המחנה-א-1/פרק-ו/,
default,2025-10-29,7 חשון 5786,general/core,א,13.0,יג,הלכות נשיאת כפיים פרק יג,"נחלקו אחרונים אם כהן שאין בידו טלית רשאי לכסות ידיו בשמיכה וכד׳, ונראה שבמסגרת הצבאית שישנה חשיבות גדולה לקיום המצוות כסידרן, בכדי שלא תיגרם שחיקה רוחנית לחיילים, ראוי לסמוך על הדעה המקילה.",מתוך תורת המחנה,https://www.idf.il/אתרי-יחידות/חיל-הרבנות-הצבאית/תוכן-מידע-לחייל/הלכה/קיצור-תורת-המחנה/קיצור-תורת-המחנה-א-1/פרק-יג/,
